,0
0,4.018060424350308
1,2.6980385248142147
2,11.708762899170384
3,25.246547704052997
4,41.24955712235911
5,57.302319581813016
6,4.962070208056543
7,7.4434705013911335
8,56.68451436570657
9,57.93777015612927
10,11.969454654167913
11,102.92296585252868
12,30.078800265689186
13,6.653171692647209
14,56.73467070009283
15,3.1938702226569897
16,35.008873483934664
17,71.70907400850236
18,62.8172216412178
19,2.563488843990558
20,28.47085954075044
21,4.088850069920887
22,8.338988194414313
23,18.179693445700032
24,43.73804176807521
25,1.000417867845484
26,2.101110170759113
27,13.82313116002403
28,1.4229906388196578
29,4.085911469768334
30,2.418114446584735
31,2.9087278226295847
32,12.885558887887566
33,43.42960009312338
34,2.909512022801034
35,3.656146264857055
36,10.521396642761461
37,38.65752129739261
38,23.87042240997952
39,37.08441009686695
40,4.69804560528522
41,14.740277897916325
